Time,Open,High,Low,Close,Volume
2024-06-12 06:45:00,157.196,157.199,157.177,157.181,513
2024-06-12 07:00:00,157.182,157.192,157.127,157.136,365
2024-06-12 07:15:00,157.14,157.204,157.14,157.191,491
2024-06-12 07:30:00,157.192,157.253,157.189,157.216,644
2024-06-12 07:45:00,157.215,157.243,157.213,157.241,493
2024-06-12 08:00:00,157.241,157.256,157.228,157.23,738
2024-06-12 08:15:00,157.23,157.233,157.192,157.23,612
2024-06-12 08:30:00,157.231,157.282,157.231,157.278,831
2024-06-12 08:45:00,157.278,157.285,157.217,157.24,676
2024-06-12 09:00:00,157.24,157.289,157.224,157.25,1199
2024-06-12 09:15:00,157.249,157.264,157.188,157.201,988
2024-06-12 09:30:00,157.202,157.246,157.201,157.23,1001
2024-06-12 09:45:00,157.231,157.293,157.23,157.286,1322
2024-06-12 10:00:00,157.285,157.343,157.269,157.339,1266
2024-06-12 10:15:00,157.34,157.356,157.275,157.303,1204
2024-06-12 10:30:00,157.304,157.341,157.29,157.314,1178
2024-06-12 10:45:00,157.313,157.316,157.254,157.266,739
2024-06-12 11:00:00,157.266,157.3,157.254,157.276,1340
2024-06-12 11:15:00,157.275,157.302,157.274,157.3,837
2024-06-12 11:30:00,157.301,157.315,157.288,157.3,815
2024-06-12 11:45:00,157.301,157.308,157.28,157.303,308
2024-06-12 12:00:00,157.303,157.317,157.266,157.275,560
2024-06-12 12:15:00,157.276,157.303,157.252,157.3,596
2024-06-12 12:30:00,157.303,157.323,157.298,157.305,424
2024-06-12 12:45:00,157.305,157.328,157.294,157.319,440
2024-06-12 13:00:00,157.315,157.343,157.303,157.343,534
2024-06-12 13:15:00,157.342,157.363,157.333,157.354,489
2024-06-12 13:30:00,157.353,157.368,157.326,157.353,517
2024-06-12 13:45:00,157.353,157.356,157.31,157.325,616
2024-06-12 14:00:00,157.325,157.364,157.324,157.35,511
2024-06-12 14:15:00,157.35,157.353,157.309,157.318,660
2024-06-12 14:30:00,157.318,157.352,157.302,157.338,494
2024-06-12 14:45:00,157.338,157.35,157.31,157.332,536
2024-06-12 15:00:00,157.331,157.349,157.255,157.265,623
2024-06-12 15:15:00,157.264,157.284,157.17,157.193,855
2024-06-12 15:30:00,157.186,157.186,156.303,156.333,2144
2024-06-12 15:45:00,156.341,156.418,156.069,156.16,1724
2024-06-12 16:00:00,156.16,156.174,155.946,155.982,1708
2024-06-12 16:15:00,155.983,156.134,155.794,155.819,1340
2024-06-12 16:30:00,155.809,156.038,155.804,155.883,1583
2024-06-12 16:45:00,155.889,155.956,155.771,155.782,1488
2024-06-12 17:00:00,155.78,156.106,155.776,155.976,1469
2024-06-12 17:15:00,155.969,155.994,155.815,155.827,1146
2024-06-12 17:30:00,155.827,155.923,155.797,155.873,1275
2024-06-12 17:45:00,155.874,155.908,155.722,155.78,1468
2024-06-12 18:00:00,155.772,155.876,155.736,155.853,1042
2024-06-12 18:15:00,155.854,155.854,155.761,155.823,831
2024-06-12 18:30:00,155.823,155.867,155.781,155.806,1021
2024-06-12 18:45:00,155.806,155.886,155.803,155.883,809
2024-06-12 19:00:00,155.883,155.906,155.777,155.803,776
2024-06-12 19:15:00,155.803,155.804,155.734,155.786,653
2024-06-12 19:30:00,155.786,155.864,155.718,155.825,651
2024-06-12 19:45:00,155.825,155.855,155.758,155.795,697
2024-06-12 20:00:00,155.796,155.859,155.758,155.822,917
2024-06-12 20:15:00,155.819,155.842,155.809,155.833,620
2024-06-12 20:30:00,155.833,155.89,155.833,155.853,526
2024-06-12 20:45:00,155.856,155.989,155.848,155.894,667
2024-06-12 21:00:00,155.887,156.409,155.826,156.387,2105
2024-06-12 21:15:00,156.385,156.42,156.189,156.189,1562
2024-06-12 21:30:00,156.181,156.429,156.111,156.426,1948
2024-06-12 21:45:00,156.425,156.687,156.391,156.599,1764
2024-06-12 22:00:00,156.602,156.706,156.531,156.595,1394
2024-06-12 22:15:00,156.607,156.833,156.566,156.773,1135
2024-06-12 22:30:00,156.773,156.874,156.747,156.77,1234
2024-06-12 22:45:00,156.77,156.874,156.738,156.838,1077
2024-06-12 23:00:00,156.837,156.887,156.831,156.848,453
2024-06-12 23:15:00,156.849,156.901,156.8,156.883,301
2024-06-12 23:30:00,156.884,156.885,156.782,156.796,466
2024-06-12 23:45:00,156.796,156.8,156.663,156.732,369
2024-06-13 00:00:00,156.667,156.667,156.589,156.61,44
2024-06-13 00:15:00,156.61,156.623,156.577,156.583,33
2024-06-13 00:30:00,156.584,156.595,156.584,156.589,20
2024-06-13 00:45:00,156.588,156.592,156.581,156.592,27
