Time,Open,High,Low,Close,Volume
2024-01-02 00:00:00,1.10423,1.10425,1.10416,1.10425,13
2024-01-02 00:15:00,1.10425,1.10434,1.10416,1.1043,41
2024-01-02 00:30:00,1.1043,1.10434,1.10422,1.10434,53
2024-01-02 00:45:00,1.10425,1.10443,1.10416,1.10434,72
2024-01-02 01:00:00,1.10438,1.10442,1.10383,1.10384,254
2024-01-02 01:15:00,1.10383,1.10384,1.10369,1.10375,160
2024-01-02 01:30:00,1.10375,1.10384,1.10359,1.10366,179
2024-01-02 01:45:00,1.10366,1.10373,1.10355,1.10364,350
2024-01-02 02:00:00,1.10364,1.1038000000000001,1.10364,1.10372,262
2024-01-02 02:15:00,1.10372,1.10374,1.10341,1.10345,221
2024-01-02 02:30:00,1.10345,1.10359,1.10344,1.10357,242
2024-01-02 02:45:00,1.10357,1.10383,1.10357,1.10381,346
2024-01-02 03:00:00,1.10381,1.10433,1.10377,1.10389,681
2024-01-02 03:15:00,1.10389,1.10431,1.10388,1.10395,581
2024-01-02 03:30:00,1.10395,1.10399,1.10368,1.10383,596
2024-01-02 03:45:00,1.10385,1.104,1.10342,1.10349,516
2024-01-02 04:00:00,1.10349,1.1036,1.10314,1.1031900000000001,595
2024-01-02 04:15:00,1.1031900000000001,1.1032,1.10261,1.10263,436
2024-01-02 04:30:00,1.10263,1.10269,1.10221,1.10237,651
2024-01-02 04:45:00,1.10237,1.10242,1.10182,1.10188,664
2024-01-02 05:00:00,1.10187,1.10237,1.10175,1.10223,457
2024-01-02 05:15:00,1.10223,1.10239,1.10206,1.10214,318
2024-01-02 05:30:00,1.10215,1.10231,1.1020699999999999,1.10229,242
2024-01-02 05:45:00,1.10229,1.10248,1.10229,1.10245,183
2024-01-02 06:00:00,1.10245,1.1025,1.10208,1.10218,188
2024-01-02 06:15:00,1.10218,1.10225,1.10192,1.10194,219
2024-01-02 06:30:00,1.10196,1.10204,1.10173,1.10177,266
2024-01-02 06:45:00,1.10177,1.1021,1.10165,1.1020699999999999,262
2024-01-02 07:00:00,1.1020699999999999,1.10251,1.1020699999999999,1.10249,424
2024-01-02 07:15:00,1.10249,1.10282,1.10246,1.10265,382
2024-01-02 07:30:00,1.10265,1.10303,1.10264,1.103,324
2024-01-02 07:45:00,1.103,1.10338,1.10292,1.10334,414
2024-01-02 08:00:00,1.10336,1.10343,1.10317,1.10323,391
2024-01-02 08:15:00,1.10321,1.10338,1.103,1.1032,445
2024-01-02 08:30:00,1.1032,1.10348,1.1031,1.10336,470
2024-01-02 08:45:00,1.10336,1.10352,1.1026799999999999,1.10287,364
2024-01-02 09:00:00,1.10287,1.1031,1.10245,1.10283,824
2024-01-02 09:15:00,1.10283,1.10377,1.10277,1.10371,680
2024-01-02 09:30:00,1.10371,1.10379,1.10298,1.103,868
2024-01-02 09:45:00,1.103,1.10314,1.1015,1.10155,1416
2024-01-02 10:00:00,1.10155,1.10388,1.10155,1.10322,1804
2024-01-02 10:15:00,1.10321,1.10341,1.10277,1.10288,1163
2024-01-02 10:30:00,1.10287,1.1033,1.10279,1.10291,900
2024-01-02 10:45:00,1.10293,1.10328,1.10251,1.10297,984
2024-01-02 11:00:00,1.10296,1.1036299999999999,1.10289,1.10351,898
2024-01-02 11:15:00,1.1035,1.10378,1.10331,1.10333,766
2024-01-02 11:30:00,1.10332,1.10352,1.1019,1.10195,867
2024-01-02 11:45:00,1.10191,1.102,1.10106,1.10152,1090
2024-01-02 12:00:00,1.10151,1.10171,1.09971,1.1,999
2024-01-02 12:15:00,1.09999,1.10056,1.09995,1.10037,988
2024-01-02 12:30:00,1.10037,1.10101,1.10028,1.10098,944
2024-01-02 12:45:00,1.10098,1.10111,1.10028,1.1007500000000001,1122
2024-01-02 13:00:00,1.10074,1.10076,1.09892,1.09894,1339
2024-01-02 13:15:00,1.09893,1.0991900000000001,1.09784,1.09803,1427
2024-01-02 13:30:00,1.09803,1.09803,1.09704,1.0971,1269
2024-01-02 13:45:00,1.09709,1.09728,1.09665,1.09693,899
2024-01-02 14:00:00,1.09693,1.0971899999999999,1.09678,1.09692,902
2024-01-02 14:15:00,1.09691,1.09694,1.09612,1.09655,1006
2024-01-02 14:30:00,1.09655,1.09681,1.09579,1.09607,1016
2024-01-02 14:45:00,1.09607,1.09634,1.09537,1.09538,1206
2024-01-02 15:00:00,1.09538,1.09585,1.09535,1.09577,1337
2024-01-02 15:15:00,1.09577,1.09623,1.09518,1.09578,1284
2024-01-02 15:30:00,1.0958,1.0965,1.09572,1.09644,1281
2024-01-02 15:45:00,1.09643,1.09647,1.09494,1.09527,1359
2024-01-02 16:00:00,1.09527,1.09573,1.0945,1.09461,1577
2024-01-02 16:15:00,1.09461,1.09537,1.09448,1.0952,1263
2024-01-02 16:30:00,1.09518,1.09636,1.09512,1.09572,1853
2024-01-02 16:45:00,1.09586,1.09642,1.09517,1.09629,2160
2024-01-02 17:00:00,1.09631,1.09683,1.0955300000000001,1.09579,2175
2024-01-02 17:15:00,1.0958,1.09619,1.0953,1.09594,1891
2024-01-02 17:30:00,1.09594,1.09594,1.09498,1.09527,1899
2024-01-02 17:45:00,1.09527,1.09554,1.0941,1.09435,1770
2024-01-02 18:00:00,1.09436,1.09581,1.09408,1.09574,1477
2024-01-02 18:15:00,1.09574,1.09616,1.09558,1.09579,1098
2024-01-02 18:30:00,1.09577,1.09579,1.09445,1.09464,1040
2024-01-02 18:45:00,1.09464,1.0958,1.09464,1.09564,906
2024-01-02 19:00:00,1.09564,1.09575,1.0948,1.09508,638
2024-01-02 19:15:00,1.09509,1.09557,1.09457,1.09534,954
2024-01-02 19:30:00,1.09535,1.0956,1.09515,1.09516,676
2024-01-02 19:45:00,1.09516,1.09526,1.09467,1.09506,853
2024-01-02 20:00:00,1.09506,1.09545,1.09476,1.0953,734
2024-01-02 20:15:00,1.0953,1.09559,1.09524,1.09545,560
2024-01-02 20:30:00,1.09544,1.0955,1.09476,1.09482,600
2024-01-02 20:45:00,1.09482,1.09503,1.09462,1.09467,937
2024-01-02 21:00:00,1.09467,1.09476,1.09428,1.09466,531
2024-01-02 21:15:00,1.09466,1.09499,1.09444,1.09494,500
2024-01-02 21:30:00,1.09494,1.0950199999999999,1.09461,1.09479,344
2024-01-02 21:45:00,1.0948,1.09488,1.09451,1.09465,615
2024-01-02 22:00:00,1.09465,1.09511,1.09456,1.09484,524
2024-01-02 22:15:00,1.09484,1.09506,1.09457,1.0946,487
2024-01-02 22:30:00,1.0946,1.09485,1.09459,1.0947,675
2024-01-02 22:45:00,1.09468,1.09484,1.09421,1.0943,838
2024-01-02 23:00:00,1.0943,1.09433,1.09395,1.09413,556
2024-01-02 23:15:00,1.09412,1.09425,1.09389,1.09389,350
2024-01-02 23:30:00,1.09383,1.09413,1.09383,1.0941,243
2024-01-02 23:45:00,1.09409,1.09424,1.09408,1.09413,258
2024-01-03 00:00:00,1.09425,1.0943100000000001,1.09385,1.09399,79
2024-01-03 00:15:00,1.09399,1.09413,1.09386,1.09386,242
2024-01-03 00:30:00,1.09385,1.09401,1.09381,1.09393,273
2024-01-03 00:45:00,1.09393,1.09426,1.09393,1.09407,143
2024-01-03 01:00:00,1.0941,1.09439,1.09405,1.09432,160
2024-01-03 01:15:00,1.0943100000000001,1.0943100000000001,1.09413,1.09428,223
2024-01-03 01:30:00,1.09428,1.0943,1.09412,1.09416,192
2024-01-03 01:45:00,1.09415,1.09436,1.09408,1.09413,245
2024-01-03 02:00:00,1.09413,1.09447,1.09411,1.09447,217
2024-01-03 02:15:00,1.09445,1.09489,1.09439,1.09487,251
2024-01-03 02:30:00,1.09487,1.09507,1.09482,1.09498,281
2024-01-03 02:45:00,1.09498,1.09503,1.09482,1.09494,192
2024-01-03 03:00:00,1.09494,1.09509,1.09479,1.09498,377
2024-01-03 03:15:00,1.09497,1.09512,1.09448,1.09507,711
2024-01-03 03:30:00,1.09507,1.09544,1.0950199999999999,1.09543,479
2024-01-03 03:45:00,1.09543,1.09548,1.09508,1.09513,362
2024-01-03 04:00:00,1.09513,1.09532,1.09497,1.09508,569
2024-01-03 04:15:00,1.09508,1.09513,1.09487,1.09489,341
2024-01-03 04:30:00,1.0949,1.09501,1.09487,1.09493,202
2024-01-03 04:45:00,1.09493,1.09529,1.0949200000000001,1.09521,343
2024-01-03 05:00:00,1.09521,1.09545,1.09486,1.09487,269
2024-01-03 05:15:00,1.09488,1.09538,1.09486,1.09534,241
2024-01-03 05:30:00,1.09534,1.09593,1.09533,1.09591,220
2024-01-03 05:45:00,1.09591,1.09621,1.0959,1.09609,458
2024-01-03 06:00:00,1.09609,1.09623,1.09595,1.09606,272
2024-01-03 06:15:00,1.09606,1.09621,1.09601,1.09603,306
2024-01-03 06:30:00,1.09603,1.09618,1.09593,1.09596,171
2024-01-03 06:45:00,1.09596,1.09623,1.09588,1.09622,122
2024-01-03 07:00:00,1.09622,1.09627,1.09603,1.0961,297
2024-01-03 07:15:00,1.0961,1.09624,1.09586,1.09587,319
2024-01-03 07:30:00,1.09585,1.09609,1.09561,1.09568,490
2024-01-03 07:45:00,1.09567,1.09568,1.09512,1.09513,469
2024-01-03 08:00:00,1.09512,1.09567,1.0951,1.09566,328
2024-01-03 08:15:00,1.09566,1.09582,1.09547,1.09575,287
2024-01-03 08:30:00,1.09575,1.09588,1.09573,1.09585,198
2024-01-03 08:45:00,1.09585,1.09607,1.09584,1.09587,303
